업소명,소재지(도로명),소재지(지번),소재지전화
노걸대뼈다귀감자탕,"충청남도 천안시 동남구 병천면 아우내장터3길 8, 1층",충청남도 천안시 동남구 병천면 병천리 166-27 1층 , 041- 564-9778
선유원갈비,충청남도 천안시 동남구 북면 동평3길 30,충청남도 천안시 동남구 북면 연춘리 239-3 ,0041-0555-7586
경빈분식,충청남도 천안시 동남구 큰시장길 15 (사직동),충청남도 천안시 동남구 사직동 217-4 ,0041-0555-1981
왕십리야식,충청남도 천안시 동남구 병천면 충절로 1736,충청남도 천안시 동남구 병천면 병천리 162-1 ,041 -564 -2848
투다리대학점,충청남도 천안시 동남구 중암1길 20 (안서동),충청남도 천안시 동남구 안서동 318-66 , 041- 555-2202
온달네식당,충청남도 천안시 동남구 봉정로 58 (봉명동),충청남도 천안시 동남구 봉명동 48-50 ,0041-0572-4110
엄마손김밥,,충청남도 천안시 동남구 풍세면 풍서리 414-3 ,    - 553-3502
오래오래,"충청남도 천안시 동남구 문암2길 10-11, 지하1층 (안서동)",충청남도 천안시 동남구 안서동 335-1 ,041 - 557-3363
똘똘이네한식분식,충청남도 천안시 동남구 원성4길 33-1 (원성동),충청남도 천안시 동남구 원성동 476-5 ,041 - 562-3156
동경야시장천안신부점,"충청남도 천안시 동남구 먹거리11길 37 (신부동,세세빌딩 2층)",충청남도 천안시 동남구 신부동 462-14 세세빌딩 2층 , 041- 555-5503
대왕소머리국밥,"충청남도 천안시 동남구 우영3길 2, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 40-7 ,0041-0573-9592
교지정,충청남도 천안시 동남구 풍세로 919 (다가동),충청남도 천안시 동남구 다가동 56-3 ,0041-0567-9133
영흥면식,충청남도 천안시 동남구 먹거리8길 39 (신부동),충청남도 천안시 동남구 신부동 465-6 ,
강씨네칼국수,충청남도 천안시 동남구 청수로 89 (청수동),충청남도 천안시 동남구 청수동 206-15 ,0041-0563-3133
대가왕족발보쌈,충청남도 천안시 동남구 병천면 아우내장터3길 4,충청남도 천안시 동남구 병천면 병천리 168-18 ,0041-0563-1117
우향,"충청남도 천안시 동남구 용평3길 87, 1층 (구룡동)",충청남도 천안시 동남구 구룡동 231-14 1층 ,041 -564 -6769
돈대장,충청남도 천안시 동남구 충절로 202 (원성동),충청남도 천안시 동남구 원성동 563-3 ,041 - 563-0029
술판,"충청남도 천안시 동남구 먹거리11길 36 (신부동,2층)",충청남도 천안시 동남구 신부동 463-1 2층 ,041 - 555-6458
신열날개,충청남도 천안시 동남구 먹거리3길 14 (신부동),충청남도 천안시 동남구 신부동 456-17 ,0041-0556-8312
동화루,"충청남도 천안시 동남구 문화로 36, 1층 (문화동)",충청남도 천안시 동남구 문화동 30-6 1층 , 041- 561-3001
월남쌈김상사삼거리공원점,충청남도 천안시 동남구 충절로 443 (삼룡동),충청남도 천안시 동남구 삼룡동 147-5 ,041 -557 -1255
엄청난회일식,충청남도 천안시 동남구 터미널4길 17 (신부동),충청남도 천안시 동남구 신부동 708 ,0041-0555-4648
신촌생태전문,"충청남도 천안시 동남구 목천읍 천정1길 243 (,1층)","충청남도 천안시 동남구 목천읍 신계리 351 ,1층 ",0041-0555-2450
개성식당,충청남도 천안시 동남구 옛시청길 16 (오룡동),충청남도 천안시 동남구 오룡동 14-2 ,0041-0555-7445
이차돌신부점,"충청남도 천안시 동남구 먹거리5길 16, 1층 (신부동)",충청남도 천안시 동남구 신부동 466-11 외 1필지 ,
서울뼈감자탕,"충청남도 천안시 동남구 풍세면 풍세산단로 18-16, 1층",충청남도 천안시 동남구 풍세면 보성리 580-59 , 041- 546-0045
짱구분식,"충청남도 천안시 동남구 목천읍 신계1길 41, 312호 (동우아파트상가)",충청남도 천안시 동남구 목천읍 신계리 422 동우아파트상가 312호,0041-0555-2243
묵향기,충청남도 천안시 동남구 충절로 397 (삼룡동),충청남도 천안시 동남구 삼룡동 286-5 , 041- 552-2259
철근집,충청남도 천안시 동남구 천안천9길 52-4 (신부동),충청남도 천안시 동남구 신부동 753 , 041- 552-1055
초원식당,충청남도 천안시 동남구 고재10길 26 (원성동),충청남도 천안시 동남구 원성동 646 ,0041-0567-7628
숙이네,충청남도 천안시 동남구 원성2교길 33 (원성동),충청남도 천안시 동남구 원성동 313-26 ,0041-0567-9233
고은족발보쌈,충청남도 천안시 동남구 상명대길 38 (안서동),충청남도 천안시 동남구 안서동 321-36 , 041- 555-9462
왕냉면,충청남도 천안시 동남구 봉명로 64 (봉명동),충청남도 천안시 동남구 봉명동 208-7 , 041- 574-5554
여심호프,충청남도 천안시 동남구 구성1길 17 (구성동),충청남도 천안시 동남구 구성동 467-2 ,
대성관,충청남도 천안시 동남구 공설시장3길 7 (대흥동),충청남도 천안시 동남구 대흥동 13-5 외1필지 ,
소피아,충청남도 천안시 동남구 신용로 11 (다가동),충청남도 천안시 동남구 다가동 351-25 ,
초사골불타는쭈꾸미,충청남도 천안시 동남구 터미널3길 26 (신부동),충청남도 천안시 동남구 신부동 714 ,041 -562 -4066
재길이짬뽕,충청남도 천안시 동남구 터미널3길 30 (신부동),충청남도 천안시 동남구 신부동 650 ,0041-0568-1335
장충동족발매니아,충청남도 천안시 동남구 원성4길 39 (원성동),충청남도 천안시 동남구 원성동 452-23 ,0041-0562-3733
월드컵음식백화점,충청남도 천안시 동남구 대흥로 332 (신부동),충청남도 천안시 동남구 신부동 370-20 ,0041-0554-6245
육하원칙청수점,"충청남도 천안시 동남구 청수로 105, 1층 (청수동)",충청남도 천안시 동남구 청수동 206-24 1층 ,
어시장,충청남도 천안시 동남구 청수로 109-3 (구성동),충청남도 천안시 동남구 구성동 388-84 ,041 -574 -9200
베리로찌,"충청남도 천안시 동남구 병천면 아우내순대길 34, 1동 1층",충청남도 천안시 동남구 병천면 병천리 209-1 1층 1동 , 041- 564-1631
봉평장터,"충청남도 천안시 동남구 향교1길 140, 1층 (유량동)",충청남도 천안시 동남구 유량동 397-1 1층 ,041 - 556-6272
아우내고모네순대,"충청남도 천안시 동남구 병천면 아우내순대길 34, 2동 1층",충청남도 천안시 동남구 병천면 병천리 209-1 1층 2동 , 041- 555-3359
쎄미네집,충청남도 천안시 동남구 구성2길 8-1 (구성동),충청남도 천안시 동남구 구성동 474-7 ,0041-0561-0996
미진푸드,"충청남도 천안시 동남구 원성천1길 35, 4동 1층 (영성동)",충청남도 천안시 동남구 영성동 135-2 4동 1층 ,041 -565 -0636
친정집우렁쌈밥,충청남도 천안시 동남구 삼룡천1길 34 (구성동),충청남도 천안시 동남구 구성동 479-3 ,0041-0552-4243
페리카나치킨,충청남도 천안시 동남구 중암1길 17 (안서동),충청남도 천안시 동남구 안서동 318-104 , 041- 552-7333
구성통닭,충청남도 천안시 동남구 충무로 494 (구성동),충청남도 천안시 동남구 구성동 475-2 ,0041-0562-1242
신세계항아리,"충청남도 천안시 동남구 단대1로 64 (신부동,292)",충청남도 천안시 동남구 신부동 292-3 292 , 041- 567-1178
홍콩,"충청남도 천안시 동남구 목천읍 충절로 1150, 1층",충청남도 천안시 동남구 목천읍 운전리 343-46 ,041 -561 -2080
웃는흙담꽃지공예갤러리,"충청남도 천안시 동남구 목천읍 동평3길 130, 1층","충청남도 천안시 동남구 목천읍 동리 193-5 외 1필지, 1층 ",041 -551 -5658
등촌샤브칼국수신방점,"충청남도 천안시 동남구 수곡로 57, 1층 (신방동)",충청남도 천안시 동남구 신방동 74-5 1층 ,041 - 578-5656
유박사해장국,"충청남도 천안시 동남구 각원사길 112, 1층 (안서동)",충청남도 천안시 동남구 안서동 275-1 1층 , 041- 565-7758
스모프참숯불바베큐,"충청남도 천안시 동남구 풍세로 924, 1층 (청수동)",충청남도 천안시 동남구 청수동 232-4 1층 ,0041-0554-9965
동북반점,충청남도 천안시 동남구 대흥로 250 (대흥동),충청남도 천안시 동남구 대흥동 60-1 ,0041-0554-5088
이지,"충청남도 천안시 동남구 원성4길 23, 1층 (원성동)",충청남도 천안시 동남구 원성동 480-4 1층 , 041- 554-9982
베이징,"충청남도 천안시 동남구 목천읍 충절로 889, 1동 1층",충청남도 천안시 동남구 목천읍 신계리 136-1 1동 1층 , 041- 556-7172
송림식당,"충청남도 천안시 동남구 순천향4길 50 (봉명동,223-21)",충청남도 천안시 동남구 봉명동 23-24 223-21 ,0041-0572-5893
스카이그릴가든,충청남도 천안시 동남구 수신면 수신로 576,충청남도 천안시 동남구 수신면 장산리 669-1 외4필지 ,041 -560 -9933
카페하인츠병천점,"충청남도 천안시 동남구 병천면 아우내순대길 18, 1층",충청남도 천안시 동남구 병천면 병천리 211-2 1층 , 041- 564-3527
오룡정,"충청남도 천안시 동남구 원성4길 23, 1층 (원성동)",충청남도 천안시 동남구 원성동 480-4 1층 , 041- 563-8271
아우내한방순대,"충청남도 천안시 동남구 병천면 아우내순대길 18, 1층",충청남도 천안시 동남구 병천면 병천리 211-2 1층 , 041- 555-9833
짬뽕신화,"충청남도 천안시 동남구 병천면 아우내순대길 57-5, 1동 1층",충청남도 천안시 동남구 병천면 병천리 156-8 1동 1층 ,041 - 557-1666
예향얼크니칼국수,"충청남도 천안시 동남구 각원사길 139 (안서동,1,2층)","충청남도 천안시 동남구 안서동 141 1,2층 ",
오삼삼칠,충청남도 천안시 동남구 목천읍 서리1길 12,충청남도 천안시 동남구 목천읍 서리 50-2 ,0041-0557-8815
국수나무,충청남도 천안시 동남구 신촌4로 34 (신방동),충청남도 천안시 동남구 신방동 74-6 , 041- 574-9981
화진정,"충청남도 천안시 동남구 명동길 8, 1층 (사직동)",충청남도 천안시 동남구 사직동 96-5 1층 , 041- 565-4877
박가네부대찌개,충청남도 천안시 동남구 병천면 아우내순대길 28 (외1필지),충청남도 천안시 동남구 병천면 병천리 209-3 외1필지 ,041 -556 -9865
염소마을,"충청남도 천안시 동남구 사직2길 10, 1층 (사직동)",충청남도 천안시 동남구 사직동 256-4 월봉슈퍼 ,041 -573 -6733
아우내부부순대,충청남도 천안시 동남구 병천면 아우내순대길 28 (외1번지),충청남도 천안시 동남구 병천면 병천리 209-3 외1번지 ,0041-0557-1210
병천부부순대,충청남도 천안시 동남구 병천면 아우내순대길 28 (외1번지),충청남도 천안시 동남구 병천면 병천리 209-3 외1번지 ,0041-0557-0234
명자식당,충청남도 천안시 동남구 문암6길 2 (안서동),충청남도 천안시 동남구 안서동 76-2 76-9 , 041- 556-6645
산뜰,충청남도 천안시 동남구 북면 충절로 1305 (외2필지),충청남도 천안시 동남구 북면 연춘리 195 외2필지 ,041 -566 -7731
한밭뜰,충청남도 천안시 동남구 북면 충절로 1305 (외2필지),충청남도 천안시 동남구 북면 연춘리 195 외2필지 ,
아이엘엘,충청남도 천안시 동남구 먹거리7길 19-4 (신부동),충청남도 천안시 동남구 신부동 89-102 ,
소소화신방점,"충청남도 천안시 동남구 수곡로 57, 1층 (신방동)",충청남도 천안시 동남구 신방동 74-5 1층 , 041- 577-5866
늘푸른식당,충청남도 천안시 동남구 충절로 393 (삼룡동),충청남도 천안시 동남구 삼룡동 286-1 ,0041-0555-8840
페리카나치킨,충청남도 천안시 동남구 목천읍 삼성5길 46 (부영아파트 상가 110호),충청남도 천안시 동남구 목천읍 삼성리 9-9 부영아파트 상가 110호 , 041- 562-9081
투가리해장국,"충청남도 천안시 동남구 일봉로 12-12, 1층 (신방동)",충청남도 천안시 동남구 신방동 885-1 1층 , 041- 577-1397
도가네참숯불갈비,"충청남도 천안시 동남구 수곡1길 12-10, 1층 (신방동)",충청남도 천안시 동남구 신방동 54-4 1층 , 041- 577-4492
교촌치킨원성점,충청남도 천안시 동남구 버들로 144 (원성동),충청남도 천안시 동남구 원성동 518-4 , 041- 554-5589
토성,"충청남도 천안시 동남구 풍세로 929, 1층 (다가동)",충청남도 천안시 동남구 다가동 30-2 1층 ,041 -561 -1039
연이랑석쇠구이,충청남도 천안시 동남구 신원2길 78 (신부동),충청남도 천안시 동남구 신부동 490-14 ,0041-0561-3450
바나나,"충청남도 천안시 동남구 먹거리9길 지하 29, 지하 1층 (신부동)",충청남도 천안시 동남구 신부동 464-7 , 041- 561-0992
마녀주방천안점,충청남도 천안시 동남구 먹거리9길 15 (신부동),충청남도 천안시 동남구 신부동 459-5 , 041- 551-7999
유량진소머리곰탕,"충청남도 천안시 동남구 향교1길 115, 1층 (유량동)",충청남도 천안시 동남구 유량동 236-2 1층 ,041 -551 -1880
고향생고기,충청남도 천안시 동남구 먹거리11길 44 (신부동),충청남도 천안시 동남구 신부동 463-5 , 041- 554-7890
주식회사카페고메,충청남도 천안시 동남구 천호지길 9 (안서동),충청남도 천안시 동남구 안서동 492-7 , 041- 555-7484
목천보리밥,"충청남도 천안시 동남구 대흥로 132-11 (사직동,212-2)",충청남도 천안시 동남구 사직동 211-1 212-2 ,0041-0551-6963
족발야시장천안신부점,"충청남도 천안시 동남구 터미널2로 25, 1층 (신부동)",충청남도 천안시 동남구 신부동 736 1층 , 041- 564-5757
향토의맛 맛고을촌,,충청남도 천안시 동남구 안서동 447-4 외1필지 ,0041-0567-2356
임정실염소탕삼계탕,"충청남도 천안시 동남구 큰시장길 12, 1층 (사직동)",충청남도 천안시 동남구 사직동 215-4 1층 , 041- 565-3237
희백이네해물감자탕,"충청남도 천안시 동남구 우영1길 32, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 47 1층 ,0041-0575-1625
이조갈비구성점,"충청남도 천안시 동남구 충절로 293, 1층 (구성동)",충청남도 천안시 동남구 구성동 300-12 1층 , 041- 561-5353
어썸제육,"충청남도 천안시 동남구 문암로 74-4, 성지빌딩 1층 102호 (안서동)","충청남도 천안시 동남구 안서동 384 외 1필지, 1층 102호 ",
